"coord_ref_sys_code","coord_ref_sys_name","coord_ref_sys_kind","coord_sys_code","datum_code","base_crs_code","projection_conv_code"
3819,"HD1909","geographic 2D",6422,1024,NULL,NULL
3821,"TWD67","geographic 2D",6422,1025,NULL,NULL
3822,"TWD97","geocentric",6500,1026,NULL,NULL
3823,"TWD97","geographic 3D",6423,1026,3822,15592
3824,"TWD97","geographic 2D",6422,1026,3823,15593
3887,"IGRS","geocentric",6500,1029,NULL,NULL
3888,"IGRS","geographic 3D",6423,1029,3887,15592
3889,"IGRS","geographic 2D",6422,1029,3888,15593
3906,"MGI 1901","geographic 2D",6422,1031,NULL,NULL
4000,"MOLDREF99","geocentric",6500,1032,NULL,NULL
4017,"MOLDREF99","geographic 3D",6423,1032,4000,15592
4023,"MOLDREF99","geographic 2D",6422,1032,4017,15593
4039,"RGRDC 2005","geocentric",6500,1033,NULL,NULL
4040,"RGRDC 2005","geographic 3D",6423,1033,4039,15592
4046,"RGRDC 2005","geographic 2D",6422,1033,4040,15593
4073,"SREF98","geocentric",6500,1034,NULL,NULL
4074,"SREF98","geographic 3D",6423,1034,4073,15592
4075,"SREF98","geographic 2D",6422,1034,4074,15593
4079,"REGCAN95","geocentric",6500,1035,NULL,NULL
4080,"REGCAN95","geographic 3D",6423,1035,4079,15592
4081,"REGCAN95","geographic 2D",6422,1035,4080,15593
4120,"Greek","geographic 2D",6422,6120,NULL,NULL
4121,"GGRS87","geographic 2D",6422,6121,NULL,NULL
4122,"ATS77","geographic 2D",6422,6122,NULL,NULL
4123,"KKJ","geographic 2D",6422,6123,NULL,NULL
4124,"RT90","geographic 2D",6422,6124,NULL,NULL
4127,"Tete","geographic 2D",6422,6127,NULL,NULL
4128,"Madzansua","geographic 2D",6422,6128,NULL,NULL
4129,"Observatario","geographic 2D",6422,6129,NULL,NULL
4130,"Moznet","geographic 2D",6422,6130,4953,15593
4131,"Indian 1960","geographic 2D",6422,6131,NULL,NULL
4132,"FD58","geographic 2D",6422,6132,NULL,NULL
4133,"EST92","geographic 2D",6422,6133,NULL,NULL
4134,"PSD93","geographic 2D",6422,6134,NULL,NULL
4135,"Old Hawaiian","geographic 2D",6422,6135,NULL,NULL
4136,"St. Lawrence Island","geographic 2D",6422,6136,NULL,NULL
4137,"St. Paul Island","geographic 2D",6422,6137,NULL,NULL
4138,"St. George Island","geographic 2D",6422,6138,NULL,NULL
4139,"Puerto Rico","geographic 2D",6422,6139,NULL,NULL
4141,"Israel 1993","geographic 2D",6422,6141,NULL,NULL
4142,"Locodjo 1965","geographic 2D",6422,6142,NULL,NULL
4143,"Abidjan 1987","geographic 2D",6422,6143,NULL,NULL
4144,"Kalianpur 1937","geographic 2D",6422,6144,NULL,NULL
4145,"Kalianpur 1962","geographic 2D",6422,6145,NULL,NULL
4146,"Kalianpur 1975","geographic 2D",6422,6146,NULL,NULL
4147,"Hanoi 1972","geographic 2D",6422,6147,NULL,NULL
4148,"Hartebeesthoek94","geographic 2D",6422,6148,4941,15593
4149,"CH1903","geographic 2D",6422,6149,NULL,NULL
4150,"CH1903+","geographic 2D",6422,6150,NULL,NULL
4151,"CHTRS95","geographic 2D",6422,6151,4933,15593
4152,"NAD83(HARN)","geographic 2D",6422,6152,4957,15593
4153,"Rassadiran","geographic 2D",6422,6153,NULL,NULL
4154,"ED50(ED77)","geographic 2D",6422,6154,NULL,NULL
4155,"Dabola 1981","geographic 2D",6422,6155,NULL,NULL
4156,"S-JTSK","geographic 2D",6422,6156,NULL,NULL
4157,"Mount Dillon","geographic 2D",6422,6157,NULL,NULL
4158,"Naparima 1955","geographic 2D",6422,6158,NULL,NULL
4159,"ELD79","geographic 2D",6422,6159,NULL,NULL
4160,"Chos Malal 1914","geographic 2D",6422,6160,NULL,NULL
4161,"Pampa del Castillo","geographic 2D",6422,6161,NULL,NULL
4162,"Korean 1985","geographic 2D",6422,6162,NULL,NULL
4163,"Yemen NGN96","geographic 2D",6422,6163,4981,15593
4164,"South Yemen","geographic 2D",6422,6164,NULL,NULL
4165,"Bissau","geographic 2D",6422,6165,NULL,NULL
4166,"Korean 1995","geographic 2D",6422,6166,NULL,NULL
4167,"NZGD2000","geographic 2D",6422,6167,4959,15593
4168,"Accra","geographic 2D",6422,6168,NULL,NULL
4169,"American Samoa 1962","geographic 2D",6422,6169,NULL,NULL
4170,"SIRGAS 1995","geographic 2D",6422,6170,4975,15593
4171,"RGF93 v1","geographic 2D",6422,6171,4965,15593
4173,"IRENET95","geographic 2D",6422,6173,4943,15593
4174,"Sierra Leone 1924","geographic 2D",6422,6174,NULL,NULL
4175,"Sierra Leone 1968","geographic 2D",6422,6175,NULL,NULL
4176,"Australian Antarctic","geographic 2D",6422,6176,4931,15593
4178,"Pulkovo 1942(83)","geographic 2D",6422,6178,NULL,NULL
4179,"Pulkovo 1942(58)","geographic 2D",6422,6179,NULL,NULL
4180,"EST97","geographic 2D",6422,6180,4935,15593
4181,"LUREF","geographic 2D",6422,6181,9893,15593
4182,"Azores Occidental 1939","geographic 2D",6422,6182,NULL,NULL
4183,"Azores Central 1948","geographic 2D",6422,6183,NULL,NULL
4184,"Azores Oriental 1940","geographic 2D",6422,6184,NULL,NULL
4188,"OSNI 1952","geographic 2D",6422,6188,NULL,NULL
4189,"REGVEN","geographic 2D",6422,6189,4963,15593
4190,"POSGAR 98","geographic 2D",6422,6190,4961,15593
4191,"Albanian 1987","geographic 2D",6422,6191,NULL,NULL
4192,"Douala 1948","geographic 2D",6422,6192,NULL,NULL
4193,"Manoca 1962","geographic 2D",6422,6193,NULL,NULL
4194,"Qornoq 1927","geographic 2D",6422,6194,NULL,NULL
4195,"Scoresbysund 1952","geographic 2D",6422,6195,NULL,NULL
4196,"Ammassalik 1958","geographic 2D",6422,6196,NULL,NULL
4197,"Garoua","geographic 2D",6422,6197,NULL,NULL
4198,"Kousseri","geographic 2D",6422,6198,NULL,NULL
4199,"Egypt 1930","geographic 2D",6422,6199,NULL,NULL
4200,"Pulkovo 1995","geographic 2D",6422,6200,NULL,NULL
4201,"Adindan","geographic 2D",6422,6201,NULL,NULL
4202,"AGD66","geographic 2D",6422,6202,NULL,NULL
4203,"AGD84","geographic 2D",6422,6203,NULL,NULL
4204,"Ain el Abd","geographic 2D",6422,6204,NULL,NULL
4205,"Afgooye","geographic 2D",6422,6205,NULL,NULL
4206,"Agadez","geographic 2D",6422,6206,NULL,NULL
4207,"Lisbon","geographic 2D",6422,6207,NULL,NULL
4208,"Aratu","geographic 2D",6422,6208,NULL,NULL
4209,"Arc 1950","geographic 2D",6422,6209,NULL,NULL
4210,"Arc 1960","geographic 2D",6422,6210,NULL,NULL
4211,"Batavia","geographic 2D",6422,6211,NULL,NULL
4212,"Barbados 1938","geographic 2D",6422,6212,NULL,NULL
4213,"Beduaram","geographic 2D",6422,6213,NULL,NULL
4214,"Beijing 1954","geographic 2D",6422,6214,NULL,NULL
4215,"BD50","geographic 2D",6422,6215,NULL,NULL
4216,"Bermuda 1957","geographic 2D",6422,6216,NULL,NULL
4218,"Bogota 1975","geographic 2D",6422,6218,NULL,NULL
4219,"Bukit Rimpah","geographic 2D",6422,6219,NULL,NULL
4220,"Camacupa 1948","geographic 2D",6422,6220,NULL,NULL
4221,"Campo Inchauspe","geographic 2D",6422,6221,NULL,NULL
4222,"Cape","geographic 2D",6422,6222,NULL,NULL
4223,"Carthage","geographic 2D",6422,6223,NULL,NULL
4224,"Chua","geographic 2D",6422,6224,NULL,NULL
4225,"Corrego Alegre 1970-72","geographic 2D",6422,6225,NULL,NULL
4227,"Deir ez Zor","geographic 2D",6422,6227,NULL,NULL
4229,"Egypt 1907","geographic 2D",6422,6229,NULL,NULL
4230,"ED50","geographic 2D",6422,6230,NULL,NULL
4231,"ED87","geographic 2D",6422,6231,NULL,NULL
4232,"Fahud","geographic 2D",6422,6232,NULL,NULL
4236,"Hu Tzu Shan 1950","geographic 2D",6422,6236,NULL,NULL
4237,"HD72","geographic 2D",6422,6237,NULL,NULL
4238,"ID74","geographic 2D",6422,6238,NULL,NULL
4239,"Indian 1954","geographic 2D",6422,6239,NULL,NULL
4240,"Indian 1975","geographic 2D",6422,6240,NULL,NULL
4241,"Jamaica 1875","geographic 2D",6422,6241,NULL,NULL
4242,"JAD69","geographic 2D",6422,6242,NULL,NULL
4243,"Kalianpur 1880","geographic 2D",6422,6243,NULL,NULL
4244,"Kandawala","geographic 2D",6422,6244,NULL,NULL
4245,"Kertau 1968","geographic 2D",6422,6245,NULL,NULL
4246,"KOC","geographic 2D",6422,6246,NULL,NULL
4247,"La Canoa","geographic 2D",6422,6247,NULL,NULL
4248,"PSAD56","geographic 2D",6422,6248,NULL,NULL
4249,"Lake","geographic 2D",6422,6249,NULL,NULL
4250,"Leigon","geographic 2D",6422,6250,NULL,NULL
4251,"Liberia 1964","geographic 2D",6422,6251,NULL,NULL
4252,"Lome","geographic 2D",6422,6252,NULL,NULL
4253,"Luzon 1911","geographic 2D",6422,6253,NULL,NULL
4254,"Hito XVIII 1963","geographic 2D",6422,6254,NULL,NULL
4255,"Herat North","geographic 2D",6422,6255,NULL,NULL
4256,"Mahe 1971","geographic 2D",6422,6256,NULL,NULL
4257,"Makassar","geographic 2D",6422,6257,NULL,NULL
4258,"ETRS89","geographic 2D",6422,6258,4937,15593
4259,"Malongo 1987","geographic 2D",6422,6259,NULL,NULL
4261,"Merchich","geographic 2D",6422,6261,NULL,NULL
4262,"Massawa","geographic 2D",6422,6262,NULL,NULL
4263,"Minna","geographic 2D",6422,6263,NULL,NULL
4265,"Monte Mario","geographic 2D",6422,6265,NULL,NULL
4266,"M'poraloko","geographic 2D",6422,6266,NULL,NULL
4267,"NAD27","geographic 2D",6422,6267,NULL,NULL
4269,"NAD83","geographic 2D",6422,6269,NULL,NULL
4270,"Nahrwan 1967","geographic 2D",6422,6270,NULL,NULL
4271,"Naparima 1972","geographic 2D",6422,6271,NULL,NULL
4272,"NZGD49","geographic 2D",6422,6272,NULL,NULL
4273,"NGO 1948","geographic 2D",6422,6273,NULL,NULL
4274,"Datum 73","geographic 2D",6422,6274,NULL,NULL
4275,"NTF","geographic 2D",6422,6275,NULL,NULL
4276,"NSWC 9Z-2","geographic 2D",6422,6276,NULL,NULL
4277,"OSGB36","geographic 2D",6422,6277,NULL,NULL
4278,"OSGB70","geographic 2D",6422,6278,NULL,NULL
4279,"OS(SN)80","geographic 2D",6422,6279,NULL,NULL
4281,"Palestine 1923","geographic 2D",6422,6281,NULL,NULL
4282,"Pointe Noire","geographic 2D",6422,6282,NULL,NULL
4283,"GDA94","geographic 2D",6422,6283,4939,15593
4284,"Pulkovo 1942","geographic 2D",6422,6284,NULL,NULL
4285,"Qatar 1974","geographic 2D",6422,6285,NULL,NULL
4286,"Qatar 1948","geographic 2D",6422,6286,NULL,NULL
4288,"Loma Quintana","geographic 2D",6422,6288,NULL,NULL
4289,"Amersfoort","geographic 2D",6422,6289,NULL,NULL
4292,"Sapper Hill 1943","geographic 2D",6422,6292,NULL,NULL
4293,"Schwarzeck","geographic 2D",6422,6293,NULL,NULL
4295,"Serindung","geographic 2D",6422,6295,NULL,NULL
4297,"Tananarive","geographic 2D",6422,6297,NULL,NULL
4298,"Timbalai 1948","geographic 2D",6422,6298,NULL,NULL
4299,"TM65","geographic 2D",6422,6299,NULL,NULL
4300,"TM75","geographic 2D",6422,6300,NULL,NULL
4301,"Tokyo","geographic 2D",6422,6301,NULL,NULL
4302,"Trinidad 1903","geographic 2D",6422,6302,NULL,NULL
4303,"TC(1948)","geographic 2D",6422,6303,NULL,NULL
4304,"Voirol 1875","geographic 2D",6422,6304,NULL,NULL
4306,"Bern 1938","geographic 2D",6422,6306,NULL,NULL
4307,"Nord Sahara 1959","geographic 2D",6422,6307,NULL,NULL
4308,"RT38","geographic 2D",6422,6308,NULL,NULL
4309,"Yacare","geographic 2D",6422,6309,NULL,NULL
4310,"Yoff","geographic 2D",6422,6310,NULL,NULL
4311,"Zanderij","geographic 2D",6422,6311,NULL,NULL
4312,"MGI","geographic 2D",6422,6312,9267,15593
4313,"BD72","geographic 2D",6422,6313,NULL,NULL
4314,"DHDN","geographic 2D",6422,6314,NULL,NULL
4315,"Conakry 1905","geographic 2D",6422,6315,NULL,NULL
4316,"Dealul Piscului 1930","geographic 2D",6422,6316,NULL,NULL
4318,"NGN","geographic 2D",6422,6318,NULL,NULL
4319,"KUDAMS","geographic 2D",6422,6319,NULL,NULL
4322,"WGS 72","geographic 2D",6422,6322,4985,15593
4324,"WGS 72BE","geographic 2D",6422,6324,4987,15593
4326,"WGS 84","geographic 2D",6422,6326,4979,15593
4463,"RGSPM06","geographic 2D",6422,1038,4466,15593
4465,"RGSPM06","geocentric",6500,1038,NULL,NULL
4466,"RGSPM06","geographic 3D",6423,1038,4465,15592
4468,"RGM04","geocentric",6500,1036,NULL,NULL
4469,"RGM04","geographic 3D",6423,1036,4468,15592
4470,"RGM04","geographic 2D",6422,1036,4469,15593
4472,"Cadastre 1997","geographic 3D",6423,1037,4473,15592
4473,"Cadastre 1997","geocentric",6500,1037,NULL,NULL
4475,"Cadastre 1997","geographic 2D",6422,1037,4472,15593
4479,"China Geodetic Coordinate System 2000","geocentric",6500,1043,NULL,NULL
4480,"China Geodetic Coordinate System 2000","geographic 3D",6423,1043,4479,15592
4481,"Mexico ITRF92","geocentric",6500,1042,NULL,NULL
4482,"Mexico ITRF92","geographic 3D",6423,1042,4481,15592
4483,"Mexico ITRF92","geographic 2D",6422,1042,4482,15593
4490,"China Geodetic Coordinate System 2000","geographic 2D",6422,1043,4480,15593
4555,"New Beijing","geographic 2D",6422,1045,NULL,NULL
4556,"RRAF 1991","geocentric",6500,1047,NULL,NULL
4557,"RRAF 1991","geographic 3D",6423,1047,4556,15592
4558,"RRAF 1991","geographic 2D",6422,1047,4557,15593
4600,"Anguilla 1957","geographic 2D",6422,6600,NULL,NULL
4601,"Antigua 1943","geographic 2D",6422,6601,NULL,NULL
4602,"Dominica 1945","geographic 2D",6422,6602,NULL,NULL
4603,"Grenada 1953","geographic 2D",6422,6603,NULL,NULL
4604,"Montserrat 1958","geographic 2D",6422,6604,NULL,NULL
4605,"St. Kitts 1955","geographic 2D",6422,6605,NULL,NULL
4606,"St. Lucia 1955","geographic 2D",6422,6606,NULL,NULL
4607,"St. Vincent 1945","geographic 2D",6422,6607,NULL,NULL
4608,"NAD27(76)","geographic 2D",6422,6608,NULL,NULL
4609,"NAD27(CGQ77)","geographic 2D",6422,6609,NULL,NULL
4610,"Xian 1980","geographic 2D",6422,6610,NULL,NULL
4611,"Hong Kong 1980","geographic 2D",6422,6611,NULL,NULL
4612,"JGD2000","geographic 2D",6422,6612,4947,15593
4613,"Segara","geographic 2D",6422,6613,NULL,NULL
4614,"QND95","geographic 2D",6422,6614,NULL,NULL
4615,"Porto Santo","geographic 2D",6422,6615,NULL,NULL
4616,"Selvagem Grande","geographic 2D",6422,6616,NULL,NULL
4617,"NAD83(CSRS)","geographic 2D",6422,6140,4955,15593
4618,"SAD69","geographic 2D",6422,6618,NULL,NULL
4619,"SWEREF99","geographic 2D",6422,6619,4977,15593
4620,"Point 58","geographic 2D",6422,6620,NULL,NULL
4621,"Fort Marigot","geographic 2D",6422,6621,NULL,NULL
4622,"Guadeloupe 1948","geographic 2D",6422,6622,NULL,NULL
4623,"CSG67","geographic 2D",6422,6623,NULL,NULL
4624,"RGFG95","geographic 2D",6422,6624,4967,15593
4625,"Martinique 1938","geographic 2D",6422,6625,NULL,NULL
4626,"Reunion 1947","geographic 2D",6422,6626,NULL,NULL
4627,"RGR92","geographic 2D",6422,6627,4971,15593
4628,"Tahiti 52","geographic 2D",6422,6628,NULL,NULL
4629,"Tahaa 54","geographic 2D",6422,6629,NULL,NULL
4630,"IGN72 Nuku Hiva","geographic 2D",6422,6630,NULL,NULL
4632,"Combani 1950","geographic 2D",6422,6632,NULL,NULL
4633,"IGN56 Lifou","geographic 2D",6422,6633,NULL,NULL
4636,"Petrels 1972","geographic 2D",6422,6636,NULL,NULL
4637,"Perroud 1950","geographic 2D",6422,6637,NULL,NULL
4638,"Saint Pierre et Miquelon 1950","geographic 2D",6422,6638,NULL,NULL
4639,"MOP78","geographic 2D",6422,6639,NULL,NULL
4641,"IGN53 Mare","geographic 2D",6422,6641,NULL,NULL
4642,"ST84 Ile des Pins","geographic 2D",6422,6642,NULL,NULL
4643,"ST71 Belep","geographic 2D",6422,6643,NULL,NULL
4644,"NEA74 Noumea","geographic 2D",6422,6644,NULL,NULL
4646,"Grand Comoros","geographic 2D",6422,6646,NULL,NULL
4657,"Reykjavik 1900","geographic 2D",6422,6657,NULL,NULL
4658,"Hjorsey 1955","geographic 2D",6422,6658,NULL,NULL
4659,"ISN93","geographic 2D",6422,6659,4945,15593
4660,"Helle 1954","geographic 2D",6422,6660,NULL,NULL
4661,"LKS-92","geographic 2D",6422,6661,4949,15593
4662,"IGN72 Grande Terre","geographic 2D",6422,6634,NULL,NULL
4663,"Porto Santo 1995","geographic 2D",6422,6663,NULL,NULL
4664,"Azores Oriental 1995","geographic 2D",6422,6664,NULL,NULL
4665,"Azores Central 1995","geographic 2D",6422,6665,NULL,NULL
4666,"Lisbon 1890","geographic 2D",6422,6666,NULL,NULL
4667,"IKBD-92","geographic 2D",6422,6667,NULL,NULL
4668,"ED79","geographic 2D",6422,6668,NULL,NULL
4669,"LKS94","geographic 2D",6422,6126,4951,15593
4670,"IGM95","geographic 2D",6422,6670,4983,15593
4671,"Voirol 1879","geographic 2D",6422,6671,NULL,NULL
4672,"Chatham Islands 1971","geographic 2D",6422,6672,NULL,NULL
