"coord_ref_sys_code","coord_ref_sys_name","coord_sys_code","base_crs_code","projection_conv_code"
23877,"DGN95 / UTM zone 47S",4400,4755,16147
23878,"DGN95 / UTM zone 48S",4400,4755,16148
23879,"DGN95 / UTM zone 49S",4400,4755,16149
23880,"DGN95 / UTM zone 50S",4400,4755,16150
23881,"DGN95 / UTM zone 51S",4400,4755,16151
23882,"DGN95 / UTM zone 52S",4400,4755,16152
23883,"DGN95 / UTM zone 53S",4400,4755,16153
23884,"DGN95 / UTM zone 54S",4400,4755,16154
23887,"ID74 / UTM zone 47S",4400,4238,16147
23888,"ID74 / UTM zone 48S",4400,4238,16148
23889,"ID74 / UTM zone 49S",4400,4238,16149
23890,"ID74 / UTM zone 50S",4400,4238,16150
23891,"ID74 / UTM zone 51S",4400,4238,16151
23892,"ID74 / UTM zone 52S",4400,4238,16152
23893,"ID74 / UTM zone 53S",4400,4238,16153
23894,"ID74 / UTM zone 54S",4400,4238,16154
23946,"Indian 1954 / UTM zone 46N",4400,4239,16046
23947,"Indian 1954 / UTM zone 47N",4400,4239,16047
23948,"Indian 1954 / UTM zone 48N",4400,4239,16048
24047,"Indian 1975 / UTM zone 47N",4400,4240,16047
24048,"Indian 1975 / UTM zone 48N",4400,4240,16048
24100,"Jamaica 1875 / Jamaica (Old Grid)",4403,4241,19909
24200,"JAD69 / Jamaica National Grid",4400,4242,19910
24305,"Kalianpur 1937 / UTM zone 45N",4400,4144,16045
24306,"Kalianpur 1937 / UTM zone 46N",4400,4144,16046
24311,"Kalianpur 1962 / UTM zone 41N",4400,4145,16041
24312,"Kalianpur 1962 / UTM zone 42N",4400,4145,16042
24313,"Kalianpur 1962 / UTM zone 43N",4400,4145,16043
24342,"Kalianpur 1975 / UTM zone 42N",4400,4146,16042
24343,"Kalianpur 1975 / UTM zone 43N",4400,4146,16043
24344,"Kalianpur 1975 / UTM zone 44N",4400,4146,16044
24345,"Kalianpur 1975 / UTM zone 45N",4400,4146,16045
24346,"Kalianpur 1975 / UTM zone 46N",4400,4146,16046
24347,"Kalianpur 1975 / UTM zone 47N",4400,4146,16047
24370,"Kalianpur 1880 / India zone 0",4408,4243,18110
24371,"Kalianpur 1880 / India zone I",4408,4243,18111
24372,"Kalianpur 1880 / India zone IIa",4408,4243,18112
24373,"Kalianpur 1880 / India zone IIIa",4408,4243,18114
24374,"Kalianpur 1880 / India zone IVa",4408,4243,18116
24375,"Kalianpur 1937 / India zone IIb",4400,4144,18238
24376,"Kalianpur 1962 / India zone I",4400,4145,18236
24377,"Kalianpur 1962 / India zone IIa",4400,4145,18237
24378,"Kalianpur 1975 / India zone I",4400,4146,18231
24379,"Kalianpur 1975 / India zone IIa",4400,4146,18232
24380,"Kalianpur 1975 / India zone IIb",4400,4146,18235
24381,"Kalianpur 1975 / India zone IIIa",4400,4146,18233
24382,"Kalianpur 1880 / India zone IIb",4408,4243,18113
24383,"Kalianpur 1975 / India zone IVa",4400,4146,18234
24500,"Kertau 1968 / Singapore Grid",4400,4245,19920
24547,"Kertau 1968 / UTM zone 47N",4400,4245,16047
24548,"Kertau 1968 / UTM zone 48N",4400,4245,16048
24600,"KOC Lambert",4400,4246,19906
24718,"La Canoa / UTM zone 18N",4400,4247,16018
24719,"La Canoa / UTM zone 19N",4400,4247,16019
24720,"La Canoa / UTM zone 20N",4400,4247,16020
24817,"PSAD56 / UTM zone 17N",4400,4248,16017
24818,"PSAD56 / UTM zone 18N",4400,4248,16018
24819,"PSAD56 / UTM zone 19N",4400,4248,16019
24820,"PSAD56 / UTM zone 20N",4400,4248,16020
24821,"PSAD56 / UTM zone 21N",4400,4248,16021
24877,"PSAD56 / UTM zone 17S",4400,4248,16117
24878,"PSAD56 / UTM zone 18S",4400,4248,16118
24879,"PSAD56 / UTM zone 19S",4400,4248,16119
24880,"PSAD56 / UTM zone 20S",4400,4248,16120
24881,"PSAD56 / UTM zone 21S",4400,4248,16121
24882,"PSAD56 / UTM zone 22S",4400,4248,16122
24891,"PSAD56 / Peru west zone",4499,4248,18161
24892,"PSAD56 / Peru central zone",4499,4248,18162
24893,"PSAD56 / Peru east zone",4499,4248,18163
25000,"Leigon / Ghana Metre Grid",4400,4250,19904
25231,"Lome / UTM zone 31N",4400,4252,16031
25391,"Luzon 1911 / Philippines zone I",4499,4253,18171
25392,"Luzon 1911 / Philippines zone II",4499,4253,18172
25393,"Luzon 1911 / Philippines zone III",4499,4253,18173
25394,"Luzon 1911 / Philippines zone IV",4499,4253,18174
25395,"Luzon 1911 / Philippines zone V",4499,4253,18175
25828,"ETRS89 / UTM zone 28N",4400,4258,16028
25829,"ETRS89 / UTM zone 29N",4400,4258,16029
25830,"ETRS89 / UTM zone 30N",4400,4258,16030
25831,"ETRS89 / UTM zone 31N",4400,4258,16031
25832,"ETRS89 / UTM zone 32N",4400,4258,16032
25833,"ETRS89 / UTM zone 33N",4400,4258,16033
25834,"ETRS89 / UTM zone 34N",4400,4258,16034
25835,"ETRS89 / UTM zone 35N",4400,4258,16035
25836,"ETRS89 / UTM zone 36N",4400,4258,16036
25837,"ETRS89 / UTM zone 37N",4400,4258,16037
25884,"ETRS89 / TM Baltic93",4530,4258,19939
25932,"Malongo 1987 / UTM zone 32S",4400,4259,16132
26191,"Merchich / Nord Maroc",4499,4261,18131
26192,"Merchich / Sud Maroc",4499,4261,18132
26194,"Merchich / Sahara Nord",4499,4261,18134
26195,"Merchich / Sahara Sud",4499,4261,18135
26237,"Massawa / UTM zone 37N",4400,4262,16037
26331,"Minna / UTM zone 31N",4400,4263,16031
26332,"Minna / UTM zone 32N",4400,4263,16032
26391,"Minna / Nigeria West Belt",4400,4263,18151
26392,"Minna / Nigeria Mid Belt",4400,4263,18152
26393,"Minna / Nigeria East Belt",4400,4263,18153
26632,"M'poraloko / UTM zone 32N",4400,4266,16032
26692,"M'poraloko / UTM zone 32S",4400,4266,16132
26701,"NAD27 / UTM zone 1N",4400,4267,16001
26702,"NAD27 / UTM zone 2N",4400,4267,16002
26703,"NAD27 / UTM zone 3N",4400,4267,16003
26704,"NAD27 / UTM zone 4N",4400,4267,16004
26705,"NAD27 / UTM zone 5N",4400,4267,16005
26706,"NAD27 / UTM zone 6N",4400,4267,16006
26707,"NAD27 / UTM zone 7N",4400,4267,16007
26708,"NAD27 / UTM zone 8N",4400,4267,16008
26709,"NAD27 / UTM zone 9N",4400,4267,16009
26710,"NAD27 / UTM zone 10N",4400,4267,16010
26711,"NAD27 / UTM zone 11N",4400,4267,16011
26712,"NAD27 / UTM zone 12N",4400,4267,16012
26713,"NAD27 / UTM zone 13N",4400,4267,16013
26714,"NAD27 / UTM zone 14N",4400,4267,16014
26715,"NAD27 / UTM zone 15N",4400,4267,16015
26716,"NAD27 / UTM zone 16N",4400,4267,16016
26717,"NAD27 / UTM zone 17N",4400,4267,16017
26718,"NAD27 / UTM zone 18N",4400,4267,16018
26719,"NAD27 / UTM zone 19N",4400,4267,16019
26720,"NAD27 / UTM zone 20N",4400,4267,16020
26721,"NAD27 / UTM zone 21N",4400,4267,16021
26722,"NAD27 / UTM zone 22N",4400,4267,16022
26729,"NAD27 / Alabama East",4497,4267,10101
26730,"NAD27 / Alabama West",4497,4267,10102
26731,"NAD27 / Alaska zone 1",4497,4267,15001
26732,"NAD27 / Alaska zone 2",4497,4267,15002
26733,"NAD27 / Alaska zone 3",4497,4267,15003
26734,"NAD27 / Alaska zone 4",4497,4267,15004
26735,"NAD27 / Alaska zone 5",4497,4267,15005
26736,"NAD27 / Alaska zone 6",4497,4267,15006
26737,"NAD27 / Alaska zone 7",4497,4267,15007
26738,"NAD27 / Alaska zone 8",4497,4267,15008
26739,"NAD27 / Alaska zone 9",4497,4267,15009
26740,"NAD27 / Alaska zone 10",4497,4267,15010
26741,"NAD27 / California zone I",4497,4267,10401
26742,"NAD27 / California zone II",4497,4267,10402
26743,"NAD27 / California zone III",4497,4267,10403
26744,"NAD27 / California zone IV",4497,4267,10404
26745,"NAD27 / California zone V",4497,4267,10405
26746,"NAD27 / California zone VI",4497,4267,10406
26748,"NAD27 / Arizona East",4497,4267,10201
26749,"NAD27 / Arizona Central",4497,4267,10202
26750,"NAD27 / Arizona West",4497,4267,10203
26751,"NAD27 / Arkansas North",4497,4267,10301
26752,"NAD27 / Arkansas South",4497,4267,10302
26753,"NAD27 / Colorado North",4497,4267,10501
26754,"NAD27 / Colorado Central",4497,4267,10502
26755,"NAD27 / Colorado South",4497,4267,10503
26756,"NAD27 / Connecticut",4497,4267,10600
26757,"NAD27 / Delaware",4497,4267,10700
26758,"NAD27 / Florida East",4497,4267,10901
26759,"NAD27 / Florida West",4497,4267,10902
26760,"NAD27 / Florida North",4497,4267,10903
26766,"NAD27 / Georgia East",4497,4267,11001
26767,"NAD27 / Georgia West",4497,4267,11002
26768,"NAD27 / Idaho East",4497,4267,11101
26769,"NAD27 / Idaho Central",4497,4267,11102
26770,"NAD27 / Idaho West",4497,4267,11103
26771,"NAD27 / Illinois East",4497,4267,11201
26772,"NAD27 / Illinois West",4497,4267,11202
26773,"NAD27 / Indiana East",4497,4267,11301
26774,"NAD27 / Indiana West",4497,4267,11302
26775,"NAD27 / Iowa North",4497,4267,11401
26776,"NAD27 / Iowa South",4497,4267,11402
26777,"NAD27 / Kansas North",4497,4267,11501
26778,"NAD27 / Kansas South",4497,4267,11502
26779,"NAD27 / Kentucky North",4497,4267,11601
26780,"NAD27 / Kentucky South",4497,4267,11602
26781,"NAD27 / Louisiana North",4497,4267,11701
26782,"NAD27 / Louisiana South",4497,4267,11702
26783,"NAD27 / Maine East",4497,4267,11801
26784,"NAD27 / Maine West",4497,4267,11802
26785,"NAD27 / Maryland",4497,4267,11900
26786,"NAD27 / Massachusetts Mainland",4497,4267,12001
26787,"NAD27 / Massachusetts Island",4497,4267,12002
26791,"NAD27 / Minnesota North",4497,4267,12201
26792,"NAD27 / Minnesota Central",4497,4267,12202
26793,"NAD27 / Minnesota South",4497,4267,12203
26794,"NAD27 / Mississippi East",4497,4267,12301
26795,"NAD27 / Mississippi West",4497,4267,12302
26796,"NAD27 / Missouri East",4497,4267,12401
26797,"NAD27 / Missouri Central",4497,4267,12402
26798,"NAD27 / Missouri West",4497,4267,12403
26799,"NAD27 / California zone VII",4497,4267,10408
26847,"NAD83 / Maine East (ftUS)",4497,4269,11833
26848,"NAD83 / Maine West (ftUS)",4497,4269,11834
26849,"NAD83 / Minnesota North (ftUS)",4497,4269,12234
26850,"NAD83 / Minnesota Central (ftUS)",4497,4269,12235
26851,"NAD83 / Minnesota South (ftUS)",4497,4269,12236
26852,"NAD83 / Nebraska (ftUS)",4497,4269,15396
26853,"NAD83 / West Virginia North (ftUS)",4497,4269,14735
26854,"NAD83 / West Virginia South (ftUS)",4497,4269,14736
26855,"NAD83(HARN) / Maine East (ftUS)",4497,4152,11833
26856,"NAD83(HARN) / Maine West (ftUS)",4497,4152,11834
26857,"NAD83(HARN) / Minnesota North (ftUS)",4497,4152,12234
26858,"NAD83(HARN) / Minnesota Central (ftUS)",4497,4152,12235
26859,"NAD83(HARN) / Minnesota South (ftUS)",4497,4152,12236
26860,"NAD83(HARN) / Nebraska (ftUS)",4497,4152,15396
26861,"NAD83(HARN) / West Virginia North (ftUS)",4497,4152,14735
26862,"NAD83(HARN) / West Virginia South (ftUS)",4497,4152,14736
26863,"NAD83(NSRS2007) / Maine East (ftUS)",4497,4759,11833
26864,"NAD83(NSRS2007) / Maine West (ftUS)",4497,4759,11834
26865,"NAD83(NSRS2007) / Minnesota North (ftUS)",4497,4759,12234
26866,"NAD83(NSRS2007) / Minnesota Central (ftUS)",4497,4759,12235
26867,"NAD83(NSRS2007) / Minnesota South (ftUS)",4497,4759,12236
26868,"NAD83(NSRS2007) / Nebraska (ftUS)",4497,4759,15396
26869,"NAD83(NSRS2007) / West Virginia North (ftUS)",4497,4759,14735
26870,"NAD83(NSRS2007) / West Virginia South (ftUS)",4497,4759,14736
26891,"NAD83(CSRS) / MTM zone 11",4400,4617,17711
26892,"NAD83(CSRS) / MTM zone 12",4400,4617,17712
26893,"NAD83(CSRS) / MTM zone 13",4400,4617,17713
26894,"NAD83(CSRS) / MTM zone 14",4400,4617,17714
26895,"NAD83(CSRS) / MTM zone 15",4400,4617,17715
26896,"NAD83(CSRS) / MTM zone 16",4400,4617,17716
26897,"NAD83(CSRS) / MTM zone 17",4400,4617,17717
26898,"NAD83(CSRS) / MTM zone 1",4496,4617,17701
26899,"NAD83(CSRS) / MTM zone 2",4496,4617,17702
26901,"NAD83 / UTM zone 1N",4400,4269,16001
26902,"NAD83 / UTM zone 2N",4400,4269,16002
26903,"NAD83 / UTM zone 3N",4400,4269,16003
26904,"NAD83 / UTM zone 4N",4400,4269,16004
26905,"NAD83 / UTM zone 5N",4400,4269,16005
26906,"NAD83 / UTM zone 6N",4400,4269,16006
26907,"NAD83 / UTM zone 7N",4400,4269,16007
26908,"NAD83 / UTM zone 8N",4400,4269,16008
26909,"NAD83 / UTM zone 9N",4400,4269,16009
26910,"NAD83 / UTM zone 10N",4400,4269,16010
26911,"NAD83 / UTM zone 11N",4400,4269,16011
26912,"NAD83 / UTM zone 12N",4400,4269,16012
26913,"NAD83 / UTM zone 13N",4400,4269,16013
26914,"NAD83 / UTM zone 14N",4400,4269,16014
26915,"NAD83 / UTM zone 15N",4400,4269,16015
26916,"NAD83 / UTM zone 16N",4400,4269,16016
26917,"NAD83 / UTM zone 17N",4400,4269,16017
26918,"NAD83 / UTM zone 18N",4400,4269,16018
26919,"NAD83 / UTM zone 19N",4400,4269,16019
26920,"NAD83 / UTM zone 20N",4400,4269,16020
26921,"NAD83 / UTM zone 21N",4400,4269,16021
26922,"NAD83 / UTM zone 22N",4400,4269,16022
26923,"NAD83 / UTM zone 23N",4400,4269,16023
26929,"NAD83 / Alabama East",4499,4269,10131
26930,"NAD83 / Alabama West",4499,4269,10132
26931,"NAD83 / Alaska zone 1",4499,4269,15031
26932,"NAD83 / Alaska zone 2",4499,4269,15032
26933,"NAD83 / Alaska zone 3",4499,4269,15033
26934,"NAD83 / Alaska zone 4",4499,4269,15034
26935,"NAD83 / Alaska zone 5",4499,4269,15035
26936,"NAD83 / Alaska zone 6",4499,4269,15036
26937,"NAD83 / Alaska zone 7",4499,4269,15037
26938,"NAD83 / Alaska zone 8",4499,4269,15038
26939,"NAD83 / Alaska zone 9",4499,4269,15039
26940,"NAD83 / Alaska zone 10",4499,4269,15040
26941,"NAD83 / California zone 1",4499,4269,10431
26942,"NAD83 / California zone 2",4499,4269,10432
26943,"NAD83 / California zone 3",4499,4269,10433
26944,"NAD83 / California zone 4",4499,4269,10434
26945,"NAD83 / California zone 5",4499,4269,10435
26946,"NAD83 / California zone 6",4499,4269,10436
26948,"NAD83 / Arizona East",4499,4269,10231
26949,"NAD83 / Arizona Central",4499,4269,10232
26950,"NAD83 / Arizona West",4499,4269,10233
26951,"NAD83 / Arkansas North",4499,4269,10331
26952,"NAD83 / Arkansas South",4499,4269,10332
26953,"NAD83 / Colorado North",4499,4269,10531
26954,"NAD83 / Colorado Central",4499,4269,10532
26955,"NAD83 / Colorado South",4499,4269,10533
26956,"NAD83 / Connecticut",4499,4269,10630
26957,"NAD83 / Delaware",4499,4269,10730
26958,"NAD83 / Florida East",4499,4269,10931
26959,"NAD83 / Florida West",4499,4269,10932
26960,"NAD83 / Florida North",4499,4269,10933
26961,"NAD83 / Hawaii zone 1",4499,4269,15131
26962,"NAD83 / Hawaii zone 2",4499,4269,15132
26963,"NAD83 / Hawaii zone 3",4499,4269,15133
26964,"NAD83 / Hawaii zone 4",4499,4269,15134
26965,"NAD83 / Hawaii zone 5",4499,4269,15135
26966,"NAD83 / Georgia East",4499,4269,11031
26967,"NAD83 / Georgia West",4499,4269,11032
26968,"NAD83 / Idaho East",4499,4269,11131
26969,"NAD83 / Idaho Central",4499,4269,11132
26970,"NAD83 / Idaho West",4499,4269,11133
26971,"NAD83 / Illinois East",4499,4269,11231
26972,"NAD83 / Illinois West",4499,4269,11232
26973,"NAD83 / Indiana East",4499,4269,11331
26974,"NAD83 / Indiana West",4499,4269,11332
26975,"NAD83 / Iowa North",4499,4269,11431
26976,"NAD83 / Iowa South",4499,4269,11432
26977,"NAD83 / Kansas North",4499,4269,11531
26978,"NAD83 / Kansas South",4499,4269,11532
26980,"NAD83 / Kentucky South",4499,4269,11632
26981,"NAD83 / Louisiana North",4499,4269,11731
26982,"NAD83 / Louisiana South",4499,4269,11732
26983,"NAD83 / Maine East",4499,4269,11831
26984,"NAD83 / Maine West",4499,4269,11832
26985,"NAD83 / Maryland",4499,4269,11930
26986,"NAD83 / Massachusetts Mainland",4499,4269,12031
26987,"NAD83 / Massachusetts Island",4499,4269,12032
26988,"NAD83 / Michigan North",4499,4269,12141
26989,"NAD83 / Michigan Central",4499,4269,12142
26990,"NAD83 / Michigan South",4499,4269,12143
26991,"NAD83 / Minnesota North",4499,4269,12231
26992,"NAD83 / Minnesota Central",4499,4269,12232
26993,"NAD83 / Minnesota South",4499,4269,12233
26994,"NAD83 / Mississippi East",4499,4269,12331
26995,"NAD83 / Mississippi West",4499,4269,12332
26996,"NAD83 / Missouri East",4499,4269,12431
26997,"NAD83 / Missouri Central",4499,4269,12432
26998,"NAD83 / Missouri West",4499,4269,12433
27039,"Nahrwan 1967 / UTM zone 39N",4400,4270,16039
27040,"Nahrwan 1967 / UTM zone 40N",4400,4270,16040
27120,"Naparima 1972 / UTM zone 20N",4400,4271,16020
27200,"NZGD49 / New Zealand Map Grid",4400,4272,19917
27205,"NZGD49 / Mount Eden Circuit",4500,4272,17901
27206,"NZGD49 / Bay of Plenty Circuit",4500,4272,17902
27207,"NZGD49 / Poverty Bay Circuit",4500,4272,17903
27208,"NZGD49 / Hawkes Bay Circuit",4500,4272,17904
27209,"NZGD49 / Taranaki Circuit",4500,4272,17905
27210,"NZGD49 / Tuhirangi Circuit",4500,4272,17906
27211,"NZGD49 / Wanganui Circuit",4500,4272,17907
27212,"NZGD49 / Wairarapa Circuit",4500,4272,17908
27213,"NZGD49 / Wellington Circuit",4500,4272,17909
27214,"NZGD49 / Collingwood Circuit",4500,4272,17910
27215,"NZGD49 / Nelson Circuit",4500,4272,17911
27216,"NZGD49 / Karamea Circuit",4500,4272,17912
27217,"NZGD49 / Buller Circuit",4500,4272,17913
27218,"NZGD49 / Grey Circuit",4500,4272,17914
27219,"NZGD49 / Amuri Circuit",4500,4272,17915
27220,"NZGD49 / Marlborough Circuit",4500,4272,17916
27221,"NZGD49 / Hokitika Circuit",4500,4272,17917
27222,"NZGD49 / Okarito Circuit",4500,4272,17918
27223,"NZGD49 / Jacksons Bay Circuit",4500,4272,17919
27224,"NZGD49 / Mount Pleasant Circuit",4500,4272,17920
27225,"NZGD49 / Gawler Circuit",4500,4272,17921
27226,"NZGD49 / Timaru Circuit",4500,4272,17922
27227,"NZGD49 / Lindis Peak Circuit",4500,4272,17923
27228,"NZGD49 / Mount Nicholas Circuit",4500,4272,17924
27229,"NZGD49 / Mount York Circuit",4500,4272,17925
27230,"NZGD49 / Observation Point Circuit",4500,4272,17926
27231,"NZGD49 / North Taieri Circuit",4500,4272,17927
27232,"NZGD49 / Bluff Circuit",4500,4272,17928
27258,"NZGD49 / UTM zone 58S",4400,4272,16158
27259,"NZGD49 / UTM zone 59S",4400,4272,16159
27260,"NZGD49 / UTM zone 60S",4400,4272,16160
27291,"NZGD49 / North Island Grid",4409,4272,18141
27292,"NZGD49 / South Island Grid",4409,4272,18142
27391,"NGO 1948 (Oslo) / NGO zone I",4531,4817,18221
27392,"NGO 1948 (Oslo) / NGO zone II",4531,4817,18222
27393,"NGO 1948 (Oslo) / NGO zone III",4531,4817,18223
27394,"NGO 1948 (Oslo) / NGO zone IV",4531,4817,18224
27395,"NGO 1948 (Oslo) / NGO zone V",4531,4817,18225
27396,"NGO 1948 (Oslo) / NGO zone VI",4531,4817,18226
27397,"NGO 1948 (Oslo) / NGO zone VII",4531,4817,18227
27398,"NGO 1948 (Oslo) / NGO zone VIII",4531,4817,18228
27429,"Datum 73 / UTM zone 29N",4400,4274,16029
27493,"Datum 73 / Modified Portuguese Grid",4499,4274,19974
27500,"ATF (Paris) / Nord de Guerre",4499,4901,19903
27561,"NTF (Paris) / Lambert Nord France",4499,4807,18091
27562,"NTF (Paris) / Lambert Centre France",4499,4807,18092
27563,"NTF (Paris) / Lambert Sud France",4499,4807,18093
27564,"NTF (Paris) / Lambert Corse",4499,4807,18094
27571,"NTF (Paris) / Lambert zone I",4499,4807,18081
27572,"NTF (Paris) / Lambert zone II",4499,4807,18082
27573,"NTF (Paris) / Lambert zone III",4499,4807,18083
27574,"NTF (Paris) / Lambert zone IV",4499,4807,18084
27700,"OSGB36 / British National Grid",4400,4277,19916
27701,"WGS 84 / Equi7 Africa",4400,4326,17771
27702,"WGS 84 / Equi7 Antarctica",1027,4326,17772
27703,"WGS 84 / Equi7 Asia",4400,4326,17773
27704,"WGS 84 / Equi7 Europe",4400,4326,17774
27705,"WGS 84 / Equi7 North America",4400,4326,17775
27706,"WGS 84 / Equi7 Oceania",4400,4326,17776
27707,"WGS 84 / Equi7 South America",4400,4326,17777
28191,"Palestine 1923 / Palestine Grid",4400,4281,18201
28192,"Palestine 1923 / Palestine Belt",4400,4281,18202
28193,"Palestine 1923 / Israeli CS Grid",4400,4281,18203
28232,"Pointe Noire / UTM zone 32S",4400,4282,16132
28348,"GDA94 / MGA zone 48",4400,4283,17348
28349,"GDA94 / MGA zone 49",4400,4283,17349
28350,"GDA94 / MGA zone 50",4400,4283,17350
28351,"GDA94 / MGA zone 51",4400,4283,17351
28352,"GDA94 / MGA zone 52",4400,4283,17352
28353,"GDA94 / MGA zone 53",4400,4283,17353
28354,"GDA94 / MGA zone 54",4400,4283,17354
28355,"GDA94 / MGA zone 55",4400,4283,17355
28356,"GDA94 / MGA zone 56",4400,4283,17356
28357,"GDA94 / MGA zone 57",4400,4283,17357
28358,"GDA94 / MGA zone 58",4400,4283,17358
28404,"Pulkovo 1942 / Gauss-Kruger zone 4",4530,4284,16204
28405,"Pulkovo 1942 / Gauss-Kruger zone 5",4530,4284,16205
28406,"Pulkovo 1942 / Gauss-Kruger zone 6",4530,4284,16206
28407,"Pulkovo 1942 / Gauss-Kruger zone 7",4530,4284,16207
28408,"Pulkovo 1942 / Gauss-Kruger zone 8",4530,4284,16208
28409,"Pulkovo 1942 / Gauss-Kruger zone 9",4530,4284,16209
28410,"Pulkovo 1942 / Gauss-Kruger zone 10",4530,4284,16210
28411,"Pulkovo 1942 / Gauss-Kruger zone 11",4530,4284,16211
28412,"Pulkovo 1942 / Gauss-Kruger zone 12",4530,4284,16212
28413,"Pulkovo 1942 / Gauss-Kruger zone 13",4530,4284,16213
28414,"Pulkovo 1942 / Gauss-Kruger zone 14",4530,4284,16214
28415,"Pulkovo 1942 / Gauss-Kruger zone 15",4530,4284,16215
28416,"Pulkovo 1942 / Gauss-Kruger zone 16",4530,4284,16216
28417,"Pulkovo 1942 / Gauss-Kruger zone 17",4530,4284,16217
28418,"Pulkovo 1942 / Gauss-Kruger zone 18",4530,4284,16218
28419,"Pulkovo 1942 / Gauss-Kruger zone 19",4530,4284,16219
28420,"Pulkovo 1942 / Gauss-Kruger zone 20",4530,4284,16220
28421,"Pulkovo 1942 / Gauss-Kruger zone 21",4530,4284,16221
28422,"Pulkovo 1942 / Gauss-Kruger zone 22",4530,4284,16222
28423,"Pulkovo 1942 / Gauss-Kruger zone 23",4530,4284,16223
28424,"Pulkovo 1942 / Gauss-Kruger zone 24",4530,4284,16224
28425,"Pulkovo 1942 / Gauss-Kruger zone 25",4530,4284,16225
28426,"Pulkovo 1942 / Gauss-Kruger zone 26",4530,4284,16226
28427,"Pulkovo 1942 / Gauss-Kruger zone 27",4530,4284,16227
28428,"Pulkovo 1942 / Gauss-Kruger zone 28",4530,4284,16228
28429,"Pulkovo 1942 / Gauss-Kruger zone 29",4530,4284,16229
28430,"Pulkovo 1942 / Gauss-Kruger zone 30",4530,4284,16230
28431,"Pulkovo 1942 / Gauss-Kruger zone 31",4530,4284,16231
28432,"Pulkovo 1942 / Gauss-Kruger zone 32",4530,4284,16232
28600,"Qatar 1974 / Qatar National Grid",4400,4285,19919
28991,"Amersfoort / RD Old",4499,4289,19913
28992,"Amersfoort / RD New",4499,4289,19914
29101,"SAD69 / Brazil Polyconic",4499,4618,19941
29168,"SAD69 / UTM zone 18N",4400,4618,16018
29169,"SAD69 / UTM zone 19N",4400,4618,16019
29170,"SAD69 / UTM zone 20N",4400,4618,16020
29171,"SAD69 / UTM zone 21N",4400,4618,16021
29172,"SAD69 / UTM zone 22N",4400,4618,16022
29187,"SAD69 / UTM zone 17S",4400,4618,16117
29188,"SAD69 / UTM zone 18S",4400,4618,16118
29189,"SAD69 / UTM zone 19S",4400,4618,16119
29190,"SAD69 / UTM zone 20S",4400,4618,16120
29191,"SAD69 / UTM zone 21S",4400,4618,16121
29192,"SAD69 / UTM zone 22S",4400,4618,16122
29193,"SAD69 / UTM zone 23S",4400,4618,16123
29194,"SAD69 / UTM zone 24S",4400,4618,16124
29195,"SAD69 / UTM zone 25S",4400,4618,16125
29220,"Sapper Hill 1943 / UTM zone 20S",4400,4292,16120
29221,"Sapper Hill 1943 / UTM zone 21S",4400,4292,16121
29333,"Schwarzeck / UTM zone 33S",4400,4293,16133
29371,"Schwarzeck / Lo22/11",6502,4293,17611
29373,"Schwarzeck / Lo22/13",6502,4293,17613
29375,"Schwarzeck / Lo22/15",6502,4293,17615
29377,"Schwarzeck / Lo22/17",6502,4293,17617
29379,"Schwarzeck / Lo22/19",6502,4293,17619
29381,"Schwarzeck / Lo22/21",6502,4293,17621
29383,"Schwarzeck / Lo22/23",6502,4293,17623
29385,"Schwarzeck / Lo22/25",6502,4293,17625
29701,"Tananarive (Paris) / Laborde Grid",4530,4810,19861
29702,"Tananarive (Paris) / Laborde Grid approximation",4530,4810,19911
29738,"Tananarive / UTM zone 38S",4400,4297,16138
29739,"Tananarive / UTM zone 39S",4400,4297,16139
29849,"Timbalai 1948 / UTM zone 49N",4400,4298,16049
29850,"Timbalai 1948 / UTM zone 50N",4400,4298,16050
29871,"Timbalai 1948 / RSO Borneo (ch)",4402,4298,19956
29872,"Timbalai 1948 / RSO Borneo (ftSe)",4405,4298,19957
29873,"Timbalai 1948 / RSO Borneo (m)",4400,4298,19958
29874,"Timbalai 1948 / RSO Sarawak LSD (m)",4400,4298,19838
